record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,genre
90182,1651,17:750808T,"Hochzeitlich Ehren-Schertz/ So Dem Edlen/ Vest und Hochgelahrten/ Herrn Johann Helwig Sinolt/ genandt Schütz/ der beeden Rechten Licentiaten/ wie auch Professoren bey der Universität Giessen/ und Gräflichen Saynische u. Rath, [et]c. Als er mit der Edlen/ Viel Tugendreichen Jungfraw Anna Barbaren, Deß Wohl-Edlen/ Vest und Hochgelahrten/ Herrn Philips Ludwig Fabricii, beeder Rechten Doctoris, Fürfte Hessischen Rath vnd Cantzlars/ Eheleiblichen Tochter Sein Hochzeitlichen Ehren Tag begieng/ vnd zugleich zum Doctoren der Rechten erkläret wurde in Giessen den 29. Tag Sept. 1651.",810,Johann Helwig,Sinoldt gen. Schütz,Der Gezeichnete,gnd/100401546,GefeierteR,028C,Gelegenheitsschrift
40191,1665,16:749868T,"Epicedia Beatis Manibus Sacra Viri Excellentißimi & Praeclarißimi Dn. M. Joh. Matthiae Schneuberi, P. L. C. Poesios In Academia Argentoratensi Professoris Publ. & Gymnasiarchae meritissimi",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Gelegenheitsschrift
40191,1665,16:749868T,"Epicedia Beatis Manibus Sacra Viri Excellentißimi & Praeclarißimi Dn. M. Joh. Matthiae Schneuberi, P. L. C. Poesios In Academia Argentoratensi Professoris Publ. & Gymnasiarchae meritissimi",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Lyrik
40192,1665,16:749844Z,"Threni Super Obitum luctuosissimum Viri Excellentißimi, Clarißimi atq[ue] Doctißimi Dn. M. Joh. Matthiae Schneuberi, p. t. Poêseos Professoris & Gymnasiarchae Fidelissimi, nostri Praeceptoris & Visitatoris dignissimi",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Gelegenheitsschrift
40192,1665,16:749844Z,"Threni Super Obitum luctuosissimum Viri Excellentißimi, Clarißimi atq[ue] Doctißimi Dn. M. Joh. Matthiae Schneuberi, p. t. Poêseos Professoris & Gymnasiarchae Fidelissimi, nostri Praeceptoris & Visitatoris dignissimi",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Lyrik
40194,1665,16:749793U,"Schuldige Traur über Das Seelige Absterben Deß Ehrenvesten und Wohlgelehrten Herrn Hr. M. Johann-Matthias Schneubers/ Gekrönten Kayserlichen Poeten/ bey der Universitet zu Straßburg Poesios Professoris, und Treuen wohlverdienten Gymnasiarchae daselbsten",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Gelegenheitsschrift
40194,1665,16:749793U,"Schuldige Traur über Das Seelige Absterben Deß Ehrenvesten und Wohlgelehrten Herrn Hr. M. Johann-Matthias Schneubers/ Gekrönten Kayserlichen Poeten/ bey der Universitet zu Straßburg Poesios Professoris, und Treuen wohlverdienten Gymnasiarchae daselbsten",498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,GefeierteR,028C,Lyrik
87451,1652,31:751509P,Auf das selige Ableiben Georg Friderichs/ Deß Edlen Ehrnvesten und Hochgelehrten Herrn Daniel Imlins der Rechten Doctors und der Freyen Reichstadt Straßburg Hochverdienten Raths und Advocaten Sohns/ ... ,498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,VerfasserIn,028A,Einblattdruck
87451,1652,31:751509P,Auf das selige Ableiben Georg Friderichs/ Deß Edlen Ehrnvesten und Hochgelehrten Herrn Daniel Imlins der Rechten Doctors und der Freyen Reichstadt Straßburg Hochverdienten Raths und Advocaten Sohns/ ... ,498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,VerfasserIn,028A,Gelegenheitsschrift
96961,1649,31:749264E,Leich-gedicht bei Begräbnus Deß Ehrenvesten/ From̄/ Fürsichtig/ und Weisen H. Joh. Heinr. Schmids/ Deß beständigen Regiments der Herren Fünffzehen gewesenen Beisitzers/ in diser deß heiligen Reichs Freien Statt Straßburg,498,Johann Matthias,Schneuber,Der Riechende,gnd/100268579,VerfasserIn,028A,Gelegenheitsschrift
35352,1666,17:750105G,"Klag- und Trost-Schrifft An die Hoch-Adeliche Hochbetrübte Eltern, Den Hoch-Wol-Edelgebornen, Gestengen, Vesten und Hochbenampten Herrn, Herrn Moritz von Härtingshausen Fürstl. Hessisch: Gehimbten Rath und Marschallen, [et]c. Und Dero Hoch-Adeliche vielgeliebte Eheliebste, Die Hoch-Wohl-Edelgeborne Fraw, Fraw Anna Amalia von Härtingshausen, gebornen Schützin von Holtzhausen, über tödlichen Hintritt Ihrer Hertzgelibten Hoch-Adelichen Jungfer Tochter, Marien Eva von Härtingshausen, Welche Anno M.DC.LXVI. Den 4. Octobr. ihnen in Darmbstatt frühzeitig entnommen, und den 18. Octobr. Christ-Adelichem Gebrauch nach beerdiget worden",332,Moritz von,Hertingshausen,Der Abkühlende,gnd/1214397689,AdressatIn,028C,Gelegenheitsschrift
77650,1655,17:750457W,"Paulus Agonizans Das ist: Christliche Leichpredigt/ Auß dem Spruch St. Pauli 2. Tim. 4. v 7.8. Ich habe einen guten Kampf [et]c. bey ChristAdelicher Leichbegängnuß/ Des weyland HochEdelgebornen/ Gestreng und Vesten Johann Gottfrieds von Linsing/ fürstl. Hess. Darmstatt, Frawen-Zimmer Hofmeisters/ und Amptmans zu Lichtenberg",334,Johann Gottfried von,Linsingen,Der Unempfindliche,gnd/1217437320,GefeierteR,028C,Leichenpredigt
